source,crs,valid_pixel_count,mean_displacement,median_displacement,min_displacement,max_displacement,std_displacement,hotspot_threshold,hotspot_count,max_hotspots_saved
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,EPSG:32652,1748828,0.022774873301386833,0.023922810330986977,-0.08356843143701553,0.10940313339233398,0.02137574926018715,0.06387754529714584,347,500
