source_type,latitude,longitude,composite_risk_score,composite_risk_level,composite_reason,anomaly_score,optical_component,surface_component,insar_component,insar_baseline_component,fusion_bonus,mean_brightness,brightness_std,mean_reconstruction_error,total_edge_strength,insar_matched,insar_distance_deg,effective_insar_displacement,effective_insar_abs_displacement,sampled_insar_displacement,sampled_insar_abs_displacement,sampled_insar_available,insar_displacement,insar_abs_displacement,insar_direction,instability_type,instability_reason
광학+InSAR 복합 후보,35.847144487135424,127.19120506843292,20.761286171233884,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0619432032108306,4.55191845604028,4.021983625329853,9.586287829269308,0.0,2.6010962605944457,0.2464865148067474,0.034461498260498,0.2464865148067474,0.0090873246081173,True,0.014926983508826087,0.0686291009187698,0.0686291009187698,0.03867384046316147,0.03867384046316147,True,0.0686291009187698,0.0686291009187698,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
광학+InSAR 복합 후보,35.89059941591346,127.02005603989411,20.692163926029345,낮음,복합 지표가 낮거나 단일 근거만 확인됨,0.0827208682894706,11.135470621500307,9.556693304529038,0.0,0.0,0.0,0.2730774283409118,0.0902751088142395,0.2730774283409118,0.0220283707603812,True,0.005329250002263933,0.0655214712023735,0.0655214712023735,0.045321326702833176,0.045321326702833176,True,0.0655214712023735,0.0655214712023735,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
광학+InSAR 복합 후보,35.88459802344866,127.0060267280265,18.91969144919177,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0763076618313789,9.103400169651657,9.599099629628538,0.12066202772865224,0.0,0.09652962218292178,0.2630245685577392,0.084414042532444,0.2630245685577392,0.0251750275492668,True,0.010324423301727654,0.0655605867505073,0.0655605867505073,0.040522560477256775,0.040522560477256775,True,0.0655605867505073,0.0655605867505073,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
광학+InSAR 복합 후보,35.87918231054317,127.02742922547618,18.222461144700915,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0645732805132865,5.385277308171904,7.894812020972296,2.74576211975373,0.0,2.196609695802984,0.2373765408992767,0.0906954109668731,0.2373765408992767,0.0263779405504465,True,0.01036521523975798,0.0664115771651268,0.0664115771651268,0.04684356600046158,0.04684356600046158,True,0.0664115771651268,0.0664115771651268,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다."
광학+InSAR 복합 후보,35.861997734273054,127.03494265760682,12.899029223192661,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0570766329765319,3.0099107817844373,3.6369657622908176,4.532203660954871,0.0,1.7199490181625356,0.2219864428043365,0.0883099660277366,0.2219864428043365,0.0149170877411961,True,0.0073629728546675075,0.0669906958937645,0.0669906958937645,0.05487847328186035,0.05487847328186035,True,0.0669906958937645,0.0669906958937645,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 가장자리 쪽에 많아 지형/토지피복 경계일 가능성이 있습니다."
광학+InSAR 복합 후보,35.85291195210242,127.19107404085698,12.81328757213134,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0497230663895607,0.6798804802912161,2.158616130975836,9.586287829269308,0.0,0.38850313159498057,0.2188098430633545,0.0429572612047195,0.2188098430633545,0.0102939582429826,True,0.018684624048221674,0.0686291009187698,0.0686291009187698,0.04201820120215416,0.04201820120215416,True,0.0686291009187698,0.0686291009187698,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
광학+InSAR 복합 후보,35.87883120906405,127.00617132224778,10.12813653264564,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0581579767167568,3.3525422996003105,6.558402583133754,0.12066202772865224,0.0,0.09652962218292178,0.2220982015132904,0.0939700230956077,0.2220982015132904,0.0258850557729601,True,0.015378921449802779,0.0655605867505073,0.0655605867505073,0.04293295368552208,0.04293295368552208,True,0.0655605867505073,0.0655605867505073,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 가장자리 쪽에 많아 지형/토지피복 경계일 가능성이 있습니다."
광학+InSAR 복합 후보,35.88448012946635,126.99894032919984,9.324885102783819,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0614136941730976,4.384139720614349,4.723553732257894,0.12066202772865224,0.0,0.09652962218292178,0.2103866189718246,0.1309624761343002,0.2103866189718246,0.0224554343149065,True,0.01553625539687853,0.0655605867505073,0.0655605867505073,0.04222483932971954,0.04222483932971954,True,0.0655605867505073,0.0655605867505073,융기 또는 상승 변위,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 가장자리 쪽에 많아 지형/토지피복 경계일 가능성이 있습니다."
광학+InSAR 복합 후보,35.86753194867312,127.020630230771,9.263562565459532,낮음,광학영상 이상과 InSAR 변위가 가까운 위치에서 함께 나타남,0.0525620132684707,1.5794211554120272,4.035852915772616,2.74576211975373,0.0,0.9025263745211585,0.2087201625108719,0.0948572903871536,0.2087201625108719,0.0203609261661767,True,0.006145630980082397,0.0664115771651268,0.0664115771651268,0.04096945747733116,0.04096945747733116,True,0.0664115771651268,0.0664115771651268,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 가장자리 쪽에 많아 지형/토지피복 경계일 가능성이 있습니다."
광학+InSAR 복합 후보,35.89071608121304,127.02714307476629,8.251172284878535,낮음,복합 지표가 낮거나 단일 근거만 확인됨,0.047577366232872,0.0,3.663487074411997,4.587685210466539,0.0,0.0,0.2098528146743774,0.0594908334314823,0.2098528146743774,0.0186221776530146,True,0.0019464016766815777,0.0670086815953254,0.0670086815953254,0.043978892266750336,0.043978892266750336,True,0.0670086815953254,0.0670086815953254,융기 또는 상승 변위,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다."
